location_name,sex_name,cause_name,gain_HALE_1,gain_HALE_1_Q1,gain_HALE_1_Q3,gain_HALE_2,gain_HALE_2_Q1,gain_HALE_2_Q3,gain_HALE_3,gain_HALE_3_Q1,gain_HALE_3_Q3
Namibia,Male,Chronic respiratory diseases,1.93,1.9,1.96,1.556,0.649,2.34,1.329,1.23,1.404
Namibia,Female,Chronic respiratory diseases,2.918,2.888,2.95,2.663,1.584,3.592,2.569,2.485,2.612
Namibia,Both,Chronic respiratory diseases,2.425,2.399,2.451,2.104,1.118,2.956,1.946,1.877,1.996
Namibia,Male,Diabetes mellitus,1.986,1.916,2.08,1.554,0.648,2.339,1.33,1.218,1.409
Namibia,Female,Diabetes mellitus,3.182,3.097,3.292,2.714,1.635,3.644,2.542,2.451,2.61
Namibia,Both,Diabetes mellitus,2.582,2.505,2.681,2.127,1.141,2.98,1.93,1.85,1.99
Namibia,Male,Four major NCDs,5.008,4.845,5.204,2.388,1.457,3.195,0.427,-0.276,0.97
Namibia,Female,Four major NCDs,5.634,5.459,5.845,3.397,2.3,4.341,2.143,1.507,2.589
Namibia,Both,Four major NCDs,5.37,5.208,5.562,2.904,1.897,3.775,1.317,0.747,1.742
Nepal,Male,Neoplasms,2.872,2.867,2.879,2.375,1.393,3.223,1.972,1.861,2.075
Nepal,Female,Neoplasms,3.867,3.859,3.878,3.325,2.168,4.329,2.934,2.82,3.024
Nepal,Both,Neoplasms,3.333,3.326,3.34,2.813,1.749,3.743,2.415,2.323,2.501
Nepal,Male,Cardiovascular diseases,3.93,3.899,3.965,2.687,1.697,3.542,1.743,1.457,2.001
Nepal,Female,Cardiovascular diseases,4.214,4.186,4.246,3.414,2.256,4.42,2.889,2.705,3.043
Nepal,Both,Cardiovascular diseases,4.051,4.022,4.084,3.019,1.951,3.954,2.286,2.093,2.458
Nepal,Male,Chronic respiratory diseases,3.291,3.252,3.332,2.458,1.476,3.307,1.915,1.734,2.097
Nepal,Female,Chronic respiratory diseases,4.425,4.375,4.475,3.433,2.275,4.438,2.881,2.691,3.081
Nepal,Both,Chronic respiratory diseases,3.819,3.778,3.855,2.908,1.843,3.839,2.36,2.207,2.512
Nepal,Male,Diabetes mellitus,2.479,2.395,2.586,2.173,1.196,3.016,2.114,2.083,2.137
Nepal,Female,Diabetes mellitus,3.308,3.241,3.392,3.087,1.938,4.085,3.06,3.037,3.07
Nepal,Both,Diabetes mellitus,2.858,2.783,2.951,2.593,1.536,3.518,2.55,2.53,2.565
Nepal,Male,Four major NCDs,6.293,6.119,6.499,3.269,2.265,4.137,1.271,0.648,1.85
Nepal,Female,Four major NCDs,6.707,6.543,6.895,4.047,2.874,5.067,2.524,2.003,2.989
Nepal,Both,Four major NCDs,6.478,6.316,6.662,3.627,2.544,4.574,1.866,1.399,2.299
Netherlands,Male,Neoplasms,5.657,5.623,5.697,4.398,3.469,5.205,3.715,3.687,3.745
Netherlands,Female,Neoplasms,6.551,6.518,6.59,5.377,4.218,6.372,4.781,4.756,4.805
Netherlands,Both,Neoplasms,6.145,6.112,6.182,4.921,3.895,5.813,4.281,4.261,4.304
Netherlands,Male,Cardiovascular diseases,4.612,4.572,4.66,4.052,3.128,4.854,3.794,3.771,3.817
Netherlands,Female,Cardiovascular diseases,5.262,5.232,5.294,4.96,3.809,5.949,4.844,4.83,4.857
Netherlands,Both,Cardiovascular diseases,4.976,4.942,5.014,4.539,3.519,5.426,4.352,4.335,4.368
Netherlands,Male,Chronic respiratory diseases,4.169,4.121,4.223,3.885,2.964,4.685,3.829,3.821,3.837
Netherlands,Female,Chronic respiratory diseases,5.22,5.163,5.284,4.906,3.756,5.895,4.851,4.841,4.876
Netherlands,Both,Chronic respiratory diseases,4.726,4.676,4.779,4.426,3.409,5.312,4.371,4.364,4.384
Netherlands,Male,Diabetes mellitus,4.086,4.019,4.177,3.859,2.939,4.659,3.834,3.829,3.838
Netherlands,Female,Diabetes mellitus,5.024,4.975,5.09,4.868,3.718,5.856,4.856,4.854,4.858
Netherlands,Both,Diabetes mellitus,4.587,4.53,4.661,4.395,3.377,5.279,4.376,4.373,4.378
Netherlands,Male,Four major NCDs,7.057,6.859,7.299,4.676,3.743,5.486,3.644,3.581,3.709
Netherlands,Female,Four major NCDs,7.515,7.341,7.721,5.537,4.376,6.535,4.755,4.703,4.819
Netherlands,Both,Four major NCDs,7.336,7.157,7.547,5.144,4.114,6.039,4.236,4.189,4.29
New Zealand,Male,Neoplasms,6.025,5.99,6.068,4.956,3.922,5.845,4.413,4.385,4.441
New Zealand,Female,Neoplasms,6.756,6.725,6.793,5.722,4.575,6.709,5.224,5.203,5.247
New Zealand,Both,Neoplasms,6.409,6.376,6.447,5.355,4.264,6.289,4.834,4.813,4.855
New Zealand,Male,Cardiovascular diseases,5.54,5.499,5.586,4.793,3.761,5.68,4.44,4.416,4.463
New Zealand,Female,Cardiovascular diseases,5.787,5.756,5.822,5.406,4.264,6.387,5.256,5.242,5.271
New Zealand,Both,Cardiovascular diseases,5.68,5.645,5.719,5.114,4.028,6.045,4.865,4.848,4.883
New Zealand,Male,Chronic respiratory diseases,4.77,4.737,4.807,4.541,3.514,5.423,4.481,4.472,4.489
New Zealand,Female,Chronic respiratory diseases,5.602,5.561,5.649,5.324,4.183,6.304,5.264,5.253,5.274
New Zealand,Both,Chronic respiratory diseases,5.201,5.166,5.239,4.946,3.863,5.875,4.886,4.879,4.893
New Zealand,Male,Diabetes mellitus,4.687,4.647,4.735,4.513,3.486,5.395,4.484,4.479,4.489
New Zealand,Female,Diabetes mellitus,5.429,5.392,5.473,5.283,4.143,6.263,5.267,5.263,5.269
New Zealand,Both,Diabetes mellitus,5.072,5.034,5.117,4.912,3.829,5.84,4.889,4.886,4.892
New Zealand,Male,Four major NCDs,7.605,7.45,7.786,5.337,4.296,6.231,4.342,4.275,4.407
New Zealand,Female,Four major NCDs,7.799,7.654,7.966,5.93,4.78,6.92,5.202,5.151,5.253
New Zealand,Both,Four major NCDs,7.725,7.579,7.89,5.65,4.555,6.589,4.791,4.743,4.84
Nicaragua,Male,Neoplasms,3.095,3.084,3.109,2.589,1.582,3.443,2.223,2.189,2.254
Nicaragua,Female,Neoplasms,4.465,4.456,4.476,3.855,2.7,4.826,3.484,3.451,3.513
Nicaragua,Both,Neoplasms,3.757,3.748,3.769,3.199,2.124,4.112,2.83,2.805,2.852
Nicaragua,Male,Cardiovascular diseases,3.518,3.491,3.549,2.709,1.7,3.565,2.151,2.085,2.212
Nicaragua,Female,Cardiovascular diseases,4.496,4.467,4.529,3.842,2.689,4.812,3.491,3.448,3.532
Nicaragua,Both,Cardiovascular diseases,3.996,3.968,4.027,3.257,2.181,4.17,2.806,2.767,2.843
Nicaragua,Male,Chronic respiratory diseases,2.525,2.511,2.541,2.399,1.396,3.248,2.334,2.321,2.346
Nicaragua,Female,Chronic respiratory diseases,3.734,3.717,3.753,3.605,2.456,4.571,3.56,3.549,3.575
Nicaragua,Both,Chronic respiratory diseases,3.108,3.094,3.123,2.979,1.909,3.888,2.924,2.915,2.934
Nicaragua,Male,Diabetes mellitus,3.108,2.962,3.296,2.47,1.465,3.321,2.292,2.264,2.319
Nicaragua,Female,Diabetes mellitus,4.338,4.196,4.52,3.697,2.547,4.665,3.533,3.507,3.558
Nicaragua,Both,Diabetes mellitus,3.7,3.559,3.881,3.06,1.988,3.97,2.89,2.871,2.909
Nicaragua,Male,Four major NCDs,5.231,5.022,5.491,3.091,2.073,3.954,1.906,1.763,2.039
Nicaragua,Female,Four major NCDs,6.372,6.167,6.626,4.289,3.125,5.267,3.345,3.232,3.458
Nicaragua,Both,Four major NCDs,5.792,5.592,6.042,3.671,2.586,4.592,2.612,2.521,2.702
Niger,Male,Neoplasms,2.296,2.291,2.302,1.93,1.114,2.623,1.64,1.536,1.725
Niger,Female,Neoplasms,2.988,2.982,2.996,2.533,1.518,3.389,2.196,2.083,2.29
Niger,Both,Neoplasms,2.624,2.619,2.631,2.215,1.303,2.987,1.901,1.806,1.982
Niger,Male,Cardiovascular diseases,3.196,3.154,3.243,2.18,1.357,2.877,1.465,1.16,1.704
Niger,Female,Cardiovascular diseases,3.952,3.907,4.004,2.8,1.78,3.66,2.049,1.785,2.277
Niger,Both,Cardiovascular diseases,3.553,3.511,3.601,2.472,1.555,3.249,1.739,1.496,1.938
Niger,Male,Chronic respiratory diseases,2.115,2.094,2.137,1.844,1.029,2.535,1.698,1.602,1.76
Niger,Female,Chronic respiratory diseases,2.712,2.685,2.741,2.407,1.396,3.26,2.268,2.178,2.33
Niger,Both,Chronic respiratory diseases,2.397,2.375,2.419,2.109,1.2,2.879,1.967,1.896,2.018
Niger,Male,Diabetes mellitus,2.016,1.98,2.062,1.811,0.996,2.501,1.72,1.672,1.756
Niger,Female,Diabetes mellitus,2.658,2.614,2.713,2.39,1.38,3.243,2.277,2.218,2.32
Niger,Both,Diabetes mellitus,2.319,2.279,2.369,2.084,1.175,2.853,1.982,1.94,2.015
Niger,Male,Four major NCDs,4.408,4.298,4.536,2.494,1.665,3.196,1.233,0.671,1.661
Niger,Female,Four major NCDs,5.433,5.303,5.584,3.178,2.149,4.046,1.817,1.283,2.251
Niger,Both,Four major NCDs,4.896,4.78,5.029,2.817,1.892,3.6,1.506,1.046,1.874
Nigeria,Male,Neoplasms,2.658,2.65,2.669,2.269,1.37,3.02,1.968,1.829,2.065
Nigeria,Female,Neoplasms,3.344,3.336,3.355,2.833,1.758,3.752,2.459,2.314,2.574
Nigeria,Both,Neoplasms,2.985,2.978,2.994,2.534,1.55,3.365,2.194,2.092,2.281
Nigeria,Male,Cardiovascular diseases,3.439,3.395,3.486,2.48,1.576,3.235,1.825,1.54,2.03
Nigeria,Female,Cardiovascular diseases,3.871,3.822,3.929,2.957,1.88,3.878,2.391,2.18,2.57
Nigeria,Both,Cardiovascular diseases,3.636,3.59,3.687,2.701,1.713,3.534,2.09,1.911,2.241
Nigeria,Male,Chronic respiratory diseases,2.348,2.332,2.367,2.148,1.252,2.897,2.045,1.999,2.08
Nigeria,Female,Chronic respiratory diseases,2.862,2.837,2.889,2.645,1.575,3.56,2.565,2.53,2.592
Nigeria,Both,Chronic respiratory diseases,2.588,2.568,2.61,2.38,1.399,3.207,2.287,2.258,2.311
Nigeria,Male,Diabetes mellitus,2.406,2.368,2.45,2.154,1.257,2.903,2.041,1.989,2.076
Nigeria,Female,Diabetes mellitus,2.893,2.854,2.939,2.653,1.583,3.568,2.561,2.524,2.59
Nigeria,Both,Diabetes mellitus,2.632,2.593,2.677,2.386,1.405,3.214,2.283,2.25,2.309
Nigeria,Male,Four major NCDs,4.643,4.532,4.77,2.793,1.882,3.554,1.603,1.074,1.983
Nigeria,Female,Four major NCDs,5.241,5.115,5.391,3.308,2.222,4.236,2.179,1.747,2.535
Nigeria,Both,Four major NCDs,4.926,4.809,5.059,3.033,2.038,3.874,1.871,1.524,2.163
North Macedonia,Male,Neoplasms,3.753,3.735,3.775,2.553,1.57,3.393,1.557,1.458,1.657
North Macedonia,Female,Neoplasms,3.843,3.822,3.868,2.991,1.886,3.941,2.367,2.304,2.426
North Macedonia,Both,Neoplasms,3.815,3.796,3.837,2.775,1.742,3.67,1.964,1.902,2.028
North Macedonia,Male,Cardiovascular diseases,4.246,4.171,4.328,2.649,1.665,3.491,1.471,1.358,1.582
North Macedonia,Female,Cardiovascular diseases,4.201,4.13,4.276,3.051,1.946,4,2.318,2.242,2.392
North Macedonia,Both,Cardiovascular diseases,4.247,4.176,4.323,2.856,1.821,3.751,1.897,1.825,1.969
North Macedonia,Male,Chronic respiratory diseases,2.209,2.183,2.238,2.042,1.074,2.87,1.979,1.96,1.993
North Macedonia,Female,Chronic respiratory diseases,2.79,2.756,2.832,2.631,1.536,3.572,2.597,2.581,2.606
North Macedonia,Both,Chronic respiratory diseases,2.497,2.469,2.531,2.333,1.312,3.217,2.284,2.271,2.293
North Macedonia,Male,Diabetes mellitus,2.565,2.419,2.756,2.06,1.092,2.889,1.964,1.937,1.987
North Macedonia,Female,Diabetes mellitus,3.202,3.054,3.382,2.672,1.576,3.614,2.57,2.541,2.594
North Macedonia,Both,Diabetes mellitus,2.88,2.736,3.064,2.363,1.341,3.247,2.264,2.244,2.281
North Macedonia,Male,Four major NCDs,6.935,6.641,7.295,3.274,2.272,4.131,0.882,0.617,1.136
North Macedonia,Female,Four major NCDs,6.301,6.009,6.644,3.511,2.393,4.47,1.993,1.807,2.162
North Macedonia,Both,Four major NCDs,6.663,6.378,7.006,3.406,2.357,4.314,1.448,1.278,1.614
Norway,Male,Neoplasms,5.536,5.503,5.578,4.544,3.563,5.393,4.011,3.991,4.032
Norway,Female,Neoplasms,6.282,6.254,6.315,5.35,4.186,6.357,4.872,4.849,4.891
Norway,Both,Neoplasms,5.938,5.908,5.974,4.972,3.913,5.892,4.466,4.448,4.482
Norway,Male,Cardiovascular diseases,4.983,4.928,5.043,4.341,3.363,5.186,4.061,4.049,4.072
Norway,Female,Cardiovascular diseases,5.327,5.293,5.364,5.029,3.871,6.03,4.927,4.919,4.933
Norway,Both,Cardiovascular diseases,5.19,5.145,5.237,4.711,3.657,5.628,4.519,4.51,4.526
Norway,Male,Chronic respiratory diseases,4.418,4.376,4.464,4.163,3.189,5.006,4.102,4.098,4.106
Norway,Female,Chronic respiratory diseases,5.239,5.195,5.287,4.986,3.828,5.986,4.934,4.927,4.961
Norway,Both,Chronic respiratory diseases,4.852,4.811,4.896,4.597,3.545,5.512,4.541,4.536,4.555
Norway,Male,Diabetes mellitus,4.366,4.299,4.446,4.13,3.156,4.973,4.109,4.108,4.111
Norway,Female,Diabetes mellitus,5.125,5.072,5.19,4.948,3.791,5.948,4.939,4.938,4.94
Norway,Both,Diabetes mellitus,4.769,4.709,4.841,4.562,3.51,5.476,4.547,4.546,4.548
Norway,Male,Four major NCDs,7.004,6.801,7.241,4.836,3.85,5.689,3.933,3.895,3.971
Norway,Female,Four major NCDs,7.175,7.011,7.362,5.491,4.325,6.5,4.847,4.807,4.901
Norway,Both,Four major NCDs,7.133,6.952,7.338,5.193,4.131,6.117,4.418,4.385,4.457
Oman,Male,Neoplasms,2.354,2.343,2.368,1.982,1.014,2.822,1.652,1.588,1.709
Oman,Female,Neoplasms,2.999,2.985,3.016,2.536,1.361,3.544,2.168,2.102,2.231
Oman,Both,Neoplasms,2.616,2.605,2.629,2.213,1.187,3.107,1.873,1.822,1.921
Oman,Male,Cardiovascular diseases,3.878,3.819,3.942,2.418,1.439,3.267,1.189,0.996,1.359
Oman,Female,Cardiovascular diseases,4.315,4.257,4.374,2.91,1.727,3.927,1.847,1.695,1.986
Oman,Both,Cardiovascular diseases,4.069,4.011,4.129,2.628,1.592,3.532,1.472,1.319,1.597
Oman,Male,Chronic respiratory diseases,1.973,1.954,1.996,1.844,0.881,2.681,1.785,1.76,1.805
Oman,Female,Chronic respiratory diseases,2.479,2.46,2.503,2.356,1.187,3.36,2.308,2.284,2.326
Oman,Both,Chronic respiratory diseases,2.186,2.168,2.207,2.061,1.039,2.951,2.007,1.99,2.023
Oman,Male,Diabetes mellitus,2.486,2.357,2.659,1.917,0.951,2.754,1.714,1.64,1.78
Oman,Female,Diabetes mellitus,2.976,2.859,3.125,2.438,1.266,3.444,2.244,2.172,2.303
Oman,Both,Diabetes mellitus,2.69,2.566,2.85,2.136,1.112,3.028,1.94,1.888,1.989
Oman,Male,Four major NCDs,5.316,5.083,5.609,2.707,1.721,3.563,0.854,0.491,1.173
Oman,Female,Four major NCDs,5.856,5.636,6.12,3.247,2.054,4.271,1.543,1.226,1.83
Oman,Both,Four major NCDs,5.533,5.308,5.805,2.933,1.888,3.844,1.155,0.878,1.398
Pakistan,Male,Neoplasms,3.205,3.196,3.216,2.428,1.521,3.223,1.796,1.593,1.957
Pakistan,Female,Neoplasms,3.993,3.978,4.012,3.065,1.918,4.057,2.357,2.152,2.526
Pakistan,Both,Neoplasms,3.567,3.556,3.579,2.719,1.696,3.598,2.051,1.907,2.17
Pakistan,Male,Cardiovascular diseases,4.573,4.53,4.619,2.822,1.905,3.626,1.489,1.054,1.827
Pakistan,Female,Cardiovascular diseases,4.776,4.728,4.827,3.274,2.122,4.269,2.223,1.91,2.47
Pakistan,Both,Cardiovascular diseases,4.666,4.621,4.714,3.028,1.997,3.914,1.828,1.565,2.049
Pakistan,Male,Chronic respiratory diseases,2.862,2.825,2.899,2.268,1.367,3.059,1.918,1.778,2.021
Pakistan,Female,Chronic respiratory diseases,3.082,3.047,3.122,2.729,1.593,3.71,2.58,2.524,2.623
Pakistan,Both,Chronic respiratory diseases,2.964,2.931,2.997,2.479,1.463,3.351,2.223,2.141,2.283
Pakistan,Male,Diabetes mellitus,2.616,2.516,2.734,2.145,1.247,2.934,2.004,1.945,2.05
Pakistan,Female,Diabetes mellitus,3.267,3.174,3.378,2.751,1.614,3.733,2.566,2.492,2.636
Pakistan,Both,Diabetes mellitus,2.912,2.816,3.026,2.421,1.407,3.292,2.259,2.214,2.301
Pakistan,Male,Four major NCDs,7.3,7.089,7.54,3.466,2.533,4.285,0.936,0.075,1.604
Pakistan,Female,Four major NCDs,7.401,7.191,7.644,3.905,2.735,4.917,1.76,1.096,2.301
Pakistan,Both,Four major NCDs,7.35,7.145,7.581,3.668,2.619,4.569,1.318,0.769,1.772
Palestine,Male,Neoplasms,3.396,3.385,3.409,2.687,1.675,3.566,2.141,2.067,2.209
Palestine,Female,Neoplasms,4.126,4.113,4.141,3.433,2.224,4.497,2.953,2.89,3.012
Palestine,Both,Neoplasms,3.781,3.77,3.794,3.075,1.978,4.035,2.562,2.51,2.612
Palestine,Male,Cardiovascular diseases,4.688,4.634,4.747,3.052,2.032,3.938,1.882,1.746,2.012
Palestine,Female,Cardiovascular diseases,4.836,4.777,4.897,3.61,2.399,4.676,2.862,2.767,2.948
Palestine,Both,Cardiovascular diseases,4.809,4.754,4.867,3.355,2.252,4.32,2.392,2.3,2.479
Palestine,Male,Chronic respiratory diseases,2.615,2.592,2.64,2.412,1.407,3.285,2.323,2.301,2.343
Palestine,Female,Chronic respiratory diseases,3.313,3.29,3.339,3.149,1.948,4.206,3.096,3.08,3.113
Palestine,Both,Chronic respiratory diseases,2.98,2.958,3.002,2.794,1.703,3.748,2.723,2.709,2.737
Palestine,Male,Diabetes mellitus,3.148,3.006,3.327,2.487,1.48,3.361,2.275,2.232,2.311
Palestine,Female,Diabetes mellitus,3.866,3.734,4.031,3.243,2.04,4.302,3.051,3.011,3.087
Palestine,Both,Diabetes mellitus,3.523,3.388,3.691,2.879,1.786,3.834,2.676,2.646,2.704
Palestine,Male,Four major NCDs,6.911,6.661,7.212,3.555,2.523,4.451,1.492,1.211,1.752
Palestine,Female,Four major NCDs,6.88,6.639,7.161,4.087,2.864,5.163,2.588,2.37,2.79
Palestine,Both,Four major NCDs,6.956,6.717,7.238,3.85,2.735,4.824,2.065,1.873,2.247
Panama,Male,Neoplasms,5.192,5.18,5.208,4.489,3.517,5.31,4.117,4.087,4.147
Panama,Female,Neoplasms,6.857,6.845,6.871,6.004,4.83,6.968,5.613,5.584,5.642
Panama,Both,Neoplasms,5.972,5.961,5.986,5.198,4.129,6.087,4.816,4.793,4.84
Panama,Male,Cardiovascular diseases,5.453,5.424,5.487,4.556,3.582,5.377,4.107,4.072,4.141
Panama,Female,Cardiovascular diseases,6.417,6.387,6.451,5.839,4.669,6.8,5.614,5.59,5.638
Panama,Both,Cardiovascular diseases,5.915,5.886,5.948,5.159,4.092,6.048,4.821,4.795,4.847
Panama,Male,Chronic respiratory diseases,4.318,4.305,4.334,4.2,3.232,5.016,4.158,4.149,4.165
Panama,Female,Chronic respiratory diseases,5.765,5.749,5.782,5.639,4.472,6.599,5.605,5.592,5.612
Panama,Both,Chronic respiratory diseases,4.995,4.982,5.009,4.873,3.81,5.758,4.834,4.827,4.84
Panama,Male,Diabetes mellitus,4.883,4.727,5.083,4.257,3.289,5.074,4.15,4.131,4.167
Panama,Female,Diabetes mellitus,6.297,6.165,6.468,5.713,4.545,6.673,5.609,5.592,5.624
Panama,Both,Diabetes mellitus,5.542,5.402,5.726,4.938,3.874,5.823,4.832,4.819,4.844
Panama,Male,Four major NCDs,7.419,7.199,7.696,5.013,4.032,5.841,4.032,3.938,4.121
Panama,Female,Four major NCDs,8.567,8.373,8.811,6.384,5.205,7.353,5.624,5.54,5.7
Panama,Both,Four major NCDs,7.969,7.767,8.223,5.659,4.583,6.555,4.786,4.715,4.855
Papua New Guinea,Male,Neoplasms,2.389,2.383,2.397,1.927,0.996,2.738,1.527,1.37,1.65
Papua New Guinea,Female,Neoplasms,3.522,3.51,3.539,2.85,1.707,3.847,2.324,2.128,2.478
Papua New Guinea,Both,Neoplasms,2.877,2.869,2.888,2.32,1.301,3.207,1.861,1.705,1.985
Papua New Guinea,Male,Cardiovascular diseases,4.534,4.465,4.606,2.531,1.581,3.359,0.984,0.35,1.488
Papua New Guinea,Female,Cardiovascular diseases,4.542,4.473,4.613,3.107,1.957,4.109,2.147,1.707,2.469
Papua New Guinea,Both,Cardiovascular diseases,4.538,4.47,4.608,2.777,1.744,3.675,1.493,1.018,1.87
Papua New Guinea,Male,Chronic respiratory diseases,2.692,2.661,2.725,1.984,1.052,2.797,1.482,1.259,1.662
Papua New Guinea,Female,Chronic respiratory diseases,3.707,3.664,3.753,2.856,1.715,3.851,2.326,2.086,2.519
Papua New Guinea,Both,Chronic respiratory diseases,3.127,3.093,3.162,2.355,1.336,3.242,1.839,1.644,1.994
Papua New Guinea,Male,Diabetes mellitus,3,2.854,3.184,1.997,1.063,2.81,1.466,1.22,1.655
Papua New Guinea,Female,Diabetes mellitus,3.439,3.317,3.59,2.721,1.582,3.713,2.416,2.262,2.53
Papua New Guinea,Both,Diabetes mellitus,3.189,3.055,3.355,2.305,1.287,3.191,1.874,1.699,2.01
Papua New Guinea,Male,Four major NCDs,7.839,7.554,8.175,3.304,2.332,4.151,0.205,-1.103,1.24
Papua New Guinea,Female,Four major NCDs,7.852,7.578,8.164,3.913,2.739,4.937,1.517,0.456,2.325
Papua New Guinea,Both,Four major NCDs,7.861,7.586,8.175,3.569,2.513,4.488,0.779,-0.256,1.6
Paraguay,Male,Neoplasms,4.065,4.055,4.078,3.32,2.38,4.13,2.849,2.77,2.918
Paraguay,Female,Neoplasms,5.449,5.438,5.462,4.679,3.534,5.667,4.262,4.202,4.317
Paraguay,Both,Neoplasms,4.735,4.726,4.747,3.972,2.934,4.873,3.527,3.475,3.571
Paraguay,Male,Cardiovascular diseases,4.639,4.598,4.688,3.472,2.529,4.285,2.794,2.661,2.903
Paraguay,Female,Cardiovascular diseases,5.467,5.435,5.501,4.66,3.517,5.647,4.27,4.199,4.33
Paraguay,Both,Cardiovascular diseases,5.059,5.024,5.099,4.048,3.01,4.95,3.511,3.428,3.577
Paraguay,Male,Chronic respiratory diseases,3.19,3.174,3.207,3.028,2.093,3.833,2.951,2.932,2.968
Paraguay,Female,Chronic respiratory diseases,4.447,4.43,4.467,4.342,3.204,5.324,4.314,4.299,4.321
Paraguay,Both,Chronic respiratory diseases,3.795,3.78,3.812,3.657,2.625,4.552,3.604,3.592,3.613
Paraguay,Male,Diabetes mellitus,3.561,3.473,3.668,3.088,2.153,3.894,2.931,2.894,2.962
Paraguay,Female,Diabetes mellitus,5.062,4.947,5.204,4.459,3.32,5.444,4.299,4.266,4.332
Paraguay,Both,Diabetes mellitus,4.28,4.18,4.401,3.743,2.711,4.64,3.585,3.56,3.609
Paraguay,Male,Four major NCDs,6.627,6.463,6.823,3.993,3.041,4.814,2.587,2.314,2.817
Paraguay,Female,Four major NCDs,7.533,7.35,7.75,5.188,4.035,6.184,4.182,4.001,4.338
Paraguay,Both,Four major NCDs,7.1,6.932,7.3,4.577,3.529,5.487,3.367,3.192,3.512
Peru,Male,Neoplasms,5.14,5.131,5.153,4.438,3.54,5.211,4.072,3.984,4.151
Peru,Female,Neoplasms,6.322,6.309,6.338,5.395,4.341,6.325,4.946,4.848,5.031
Peru,Both,Neoplasms,5.721,5.71,5.735,4.909,3.931,5.756,4.5,4.418,4.571
Peru,Male,Cardiovascular diseases,4.898,4.872,4.929,4.339,3.443,5.111,4.082,3.996,4.151
Peru,Female,Cardiovascular diseases,5.567,5.54,5.598,5.131,4.082,6.057,4.957,4.896,5.004
Peru,Both,Cardiovascular diseases,5.228,5.202,5.258,4.729,3.754,5.574,4.514,4.45,4.562
Peru,Male,Chronic respiratory diseases,4.287,4.275,4.301,4.153,3.26,4.923,4.102,4.083,4.12
Peru,Female,Chronic respiratory diseases,5.121,5.108,5.136,4.998,3.95,5.922,4.959,4.943,4.974
Peru,Both,Chronic respiratory diseases,4.697,4.686,4.71,4.568,3.596,5.411,4.523,4.51,4.537
Peru,Male,Diabetes mellitus,4.443,4.386,4.514,4.167,3.273,4.936,4.1,4.077,4.118
Peru,Female,Diabetes mellitus,5.3,5.239,5.378,5.018,3.97,5.942,4.959,4.938,4.974
Peru,Both,Diabetes mellitus,4.864,4.807,4.938,4.585,3.612,5.428,4.522,4.505,4.536
Peru,Male,Four major NCDs,6.481,6.372,6.613,4.779,3.876,5.556,4.031,3.814,4.216
Peru,Female,Four major NCDs,7.461,7.344,7.605,5.664,4.606,6.597,4.937,4.741,5.102
Peru,Both,Four major NCDs,6.965,6.855,7.098,5.214,4.232,6.066,4.477,4.3,4.626
Philippines,Male,Neoplasms,2.979,2.972,2.987,2.389,1.512,3.167,1.922,1.839,1.993
Philippines,Female,Neoplasms,4.536,4.526,4.547,3.843,2.739,4.8,3.398,3.331,3.463
Philippines,Both,Neoplasms,3.739,3.731,3.748,3.095,2.104,3.96,2.641,2.582,2.691
Philippines,Male,Cardiovascular diseases,4.734,4.668,4.802,2.881,1.991,3.669,1.56,1.343,1.833
Philippines,Female,Cardiovascular diseases,5.32,5.254,5.386,4.031,2.924,4.99,3.331,3.233,3.447
Philippines,Both,Cardiovascular diseases,5.076,5.011,5.143,3.458,2.459,4.33,2.448,2.325,2.613
Philippines,Male,Chronic respiratory diseases,2.73,2.684,2.778,2.241,1.367,3.015,2.027,1.989,2.061
Philippines,Female,Chronic respiratory diseases,3.796,3.772,3.823,3.575,2.479,4.526,3.499,3.47,3.513
Philippines,Both,Chronic respiratory diseases,3.257,3.224,3.291,2.892,1.905,3.751,2.747,2.723,2.766
Philippines,Male,Diabetes mellitus,2.572,2.52,2.633,2.212,1.339,2.986,2.044,2.013,2.07
Philippines,Female,Diabetes mellitus,4.041,3.972,4.121,3.623,2.526,4.575,3.482,3.458,3.503
Philippines,Both,Diabetes mellitus,3.289,3.228,3.359,2.897,1.911,3.757,2.743,2.721,2.76
Philippines,Male,Four major NCDs,6.847,6.661,7.05,3.379,2.479,4.178,1.158,0.778,1.568
Philippines,Female,Four major NCDs,7.229,7.05,7.423,4.514,3.396,5.483,3.13,2.909,3.35
Philippines,Both,Four major NCDs,7.111,6.932,7.304,3.957,2.946,4.839,2.157,1.925,2.413
Poland,Male,Neoplasms,4.883,4.864,4.904,3.399,2.4,4.255,2.36,2.337,2.387
Poland,Female,Neoplasms,5.814,5.795,5.836,4.655,3.591,5.568,4.005,3.989,4.025
Poland,Both,Neoplasms,5.44,5.422,5.461,4.08,3.044,4.962,3.242,3.226,3.261
Poland,Male,Cardiovascular diseases,4.594,4.529,4.665,3.26,2.264,4.114,2.438,2.416,2.463
